Question#,Question Text,Answer,Score,Interpretation,Resource Title,Resource Link,Resource Description
Q20,"When you get content or analysis from an AI tool, how do you usually handle it?",Abandon the AI output; complete the task manually,1,"Low maturity: fails to leverage AI effectively, missing potential efficiency",Best Practices when Using AI Outputs,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Advises reviewing AI-generated content carefully and expecting variability in outputs, emphasizing the need for verification"
Q21,"When using AI for a complex project, what is your typical approach?",Avoid using AI entirely for complex tasks,0,No adoption: does not leverage AI for complex tasks,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q21,"When using AI for a complex project, what is your typical approach?",Use a single large prompt to get the entire project done,1,Low maturity: overly ambitious queries often produce unsatisfactory results,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q21,"When using AI for a complex project, what is your typical approach?",Break the project into parts and guide the AI step by step,4,High maturity: strategic and iterative use of AI for complex tasks,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q21,"When using AI for a complex project, what is your typical approach?",Use AI for a few sections and do the rest manually,2,Moderate adoption: uses AI for small parts but not fully integrated,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q22,"If the AI’s first answer or draft isn’t what you need, what do you do next?",Give up on AI and do the task manually,0,Low maturity: does not attempt to refine AI output,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q22,"If the AI’s first answer or draft isn’t what you need, what do you do next?",Refine my prompt or provide more details and try again,4,High maturity: uses iterative prompting to guide AI and refine output,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q22,"If the AI’s first answer or draft isn’t what you need, what do you do next?",Ask a coworker to prompt the AI,1,Low maturity: delegation may help but doesn’t develop prompt skills,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q22,"If the AI’s first answer or draft isn’t what you need, what do you do next?",Accept the first answer without trying to improve it,0,No improvement attempt: misses potential accuracy and performance gains,Prompt Engineering & AI Guidance,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,Highlights that an iterative process and prompt refinement can improve AI output for complex tasks
Q23,What approach helps yield the best results from AI for complex tasks?,"Provide a clear, detailed prompt and break the task into sub-tasks",4,High maturity: guides the AI effectively and fosters better results,Effective Prompting Strategies,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Discusses four components of an effective prompt and the value of adding context, tone, and data sources"
Q23,What approach helps yield the best results from AI for complex tasks?,Use a very short prompt to give the AI freedom,0,Low maturity: vague instructions can lead to poor outputs,Effective Prompting Strategies,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Discusses four components of an effective prompt and the value of adding context, tone, and data sources"
Q23,What approach helps yield the best results from AI for complex tasks?,Include all details in one long prompt and hope for the best,2,Moderate: recognizes need for detail but lacks iterative refinement,Effective Prompting Strategies,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Discusses four components of an effective prompt and the value of adding context, tone, and data sources"
Q23,What approach helps yield the best results from AI for complex tasks?,Threaten or scold the AI if the answer isn’t right,0,Incorrect: emotional language doesn’t help AI understand instructions,Effective Prompting Strategies,https://info.mobile-mentor.com/hubfs/Whitepapers/365%20Copilot%20Prompt%20Guide.pdf,"Discusses four components of an effective prompt and the value of adding context, tone, and data sources"
Q24,"When a new AI tool or feature becomes available at work, how do you react?",I stick to current tools and avoid using the new AI until I have to,0,No growth: resists trying new AI tools or features,Building AI Competencies,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Discusses the importance of a growth mindset and the need for employees to embrace new AI tools and continuously learn
Q24,"When a new AI tool or feature becomes available at work, how do you react?",I wait to see others use it before I try,1,Low adoption: passive approach; eventual adoption but limited firsthand learning,Building AI Competencies,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Discusses the importance of a growth mindset and the need for employees to embrace new AI tools and continuously learn
Q24,"When a new AI tool or feature becomes available at work, how do you react?",I experiment on a small task to see if it’s useful,3,Moderate adoption: open to trying new tools with cautious approach,Building AI Competencies,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Discusses the importance of a growth mindset and the need for employees to embrace new AI tools and continuously learn
Q24,"When a new AI tool or feature becomes available at work, how do you react?",I’m eager to try new AI tools and incorporate them where useful,4,High adoption: proactive and eager to innovate,Building AI Competencies,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Discusses the importance of a growth mindset and the need for employees to embrace new AI tools and continuously learn
Q25,"How confident are you in using AI to assist with complex, multi-step projects or sophisticated deliverables?",Not confident at all,0,Low maturity: avoids AI and does not know how to apply it,Adapting to AI-Driven Work,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Highlights the need to learn and adapt as roles and processes evolve in the AI era
Q25,"How confident are you in using AI to assist with complex, multi-step projects or sophisticated deliverables?",Somewhat low confidence,1,Low maturity: limited use of AI in complex tasks,Adapting to AI-Driven Work,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Highlights the need to learn and adapt as roles and processes evolve in the AI era
Q25,"How confident are you in using AI to assist with complex, multi-step projects or sophisticated deliverables?",Moderate confidence,2,Moderate maturity: partial AI integration with some manual effort,Adapting to AI-Driven Work,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Highlights the need to learn and adapt as roles and processes evolve in the AI era
Q25,"How confident are you in using AI to assist with complex, multi-step projects or sophisticated deliverables?",High confidence,4,High maturity: comfortable using AI step by step on complex tasks,Adapting to AI-Driven Work,https://buckleyplanet.com/2025/09/an-ai-readiness-self-assessment-guide/,Highlights the need to learn and adapt as roles and processes evolve in the AI era
